geo_country,lat,geo_loc_str,long
South Africa,-32.9859684,Nahoon Beach Eastern Cape Province SOUTH AFRICA,27.9446709
United States,30.1588129,Off Panama City Florida USA,-85.6602058
Australia,-28.6364053,"Wategos Beach, Byon Bay New South Wales AUSTRALIA",153.633824
,,Off Blacksmith Beach New South Wales AUSTRALIA,
Australia,-35.32012279999999,"Mollymook Beach, Bannister Head New South Wales AUSTRALIA",150.47556730000005
Thailand,,,
The Bahamas,26.500488399999995,"Tahiti Beach, Elbow Cay Abaco Islands BAHAMAS",-76.9846027
South Africa,-32.826679,Chintsa East Beach Eastern Cape Province SOUTH AFRICA,28.118618
United States,27.788650800000006,"Windsor Beach, Indian River County Florida USA",-80.41456690000003
,,Bherwerre Beach New South Wales AUSTRALIA,
Australia,-34.88414,Three Stripes near Cheynes Beach Western Australia AUSTRALIA,118.404629
Thailand,,,
South Africa,-29.85868039999999,Durban KwaZulu-Natal SOUTH AFRICA,31.0218404
United States,35.2723111,"Montaña de Oro State Park, San Luis Obispo County  California USA",-120.8867814
Australia,-38.1992076,Paradise Beach Victoria AUSTRALIA,147.4033451
Thailand,,,
Australia,-16.1891654,Rudder Reef Queensland AUSTRALIA,145.7023159
Spain,36.7445559,Off Motril Granada SPAIN,-3.5161273
Australia,-32.603604100000005,"Pyramids Beach, Port Bouvard Western Australia AUSTRALIA",115.6304031
Thailand,,,
Australia,-32.0569,Freo Western Australia AUSTRALIA,115.7439
United States,37.1496689,"Franklin Point, San Mateo County California USA",-122.36052920000002
United States,28.1489021,"Indian Harbor Beach, Brevard County Florida USA",-80.5883855
United States,20.8672074,"Airplane Beach, Lahina, West Maui Hawaii USA",-156.6749418
Australia,-30.18954669999999,Moonee Beach New South Wales AUSTRALIA,153.1501948
United States,27.4820331,"Fort Pierce Inlet State Park, St. Lucie County Florida USA",-80.3016686
United States,20.2375607,"North Kohala, Hawaii County Hawaii USA",-155.8144885
Australia,-31.99204859999999,Wallabi Point New South Wales AUSTRALIA,152.5590443
United States,20.7644275,"Kihei, Maui Hawaii USA",-156.44500630000005
United States,20.889335100000004,"Kahului, Maui Hawaii USA",-156.4729469
United States,34.402415500000004,"Leadbetter Beach, Santa Barbara County California USA",-119.6991599
United States,20.7963889,"Maalaea, South Maui Hawaii USA",-156.5141667
Australia,-33.465,Avoca Beach New South Wales AUSTRALIA,151.435
United States,32.216316,"Hilton Head Island, Beaufort County South Carolina USA",-80.752608
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
Australia,-33.5835177,"Castle Rock, north of Dunsborough Western Australia AUSTRALIA",115.0903802
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,28.391835200000006,"Cherie Down Park, Brevard County Florida USA",-80.5969563
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,34.4208321,Santa Barbara County California USA,-119.6982057
United States,34.4208321,Santa Barbara County California USA,-119.6982057
United States,34.7069443,"Walls Beach, Vandenberg AFB, Santa Barbara County California USA",-120.6007178
Australia,-33.8324777,"Kelpids Beach, Wylie Bay, Esperance Western Australia AUSTRALIA",121.9970721
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
French Polynesia,-17.490953,Tiahura Lagoon Moorea FRENCH POLYNESIA,-149.894307
United States,36.9324566,"Manresa State Beach, Santa Cruz County California USA",-121.8619877
Australia,-28.6423088,"Clarkes Beach, Byron Bay New South Wales AUSTRALIA",153.623968
,,"Katrina Cut, Dauphin Island, Mobile County Alabama USA",
United States,41.92212869999999,"Manomet Point, Plymouth, Plymouth County Massachusetts USA",-70.5488323
United States,27.2054998,"Fletcher Beach, Hutchinson Island, Martin County Florida USA",-80.1690813
Spain,41.0777465,Salou Catalonia SPAIN,1.1315926
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0963729,"Ponce Inlet, Volusia County Florida USA",-80.9369983
United States,30.3344077,"Atlantic Beach, Duval County Florida USA",-81.398696
United States,38.0607973,Assateague National Seashore Maryland USA,-75.2362382
Spain,38.5410566,Benidorm Alicante SPAIN,-0.12249369999999997
United States,34.2693745,"Figure Eight Island,  New Hanover County North Carolina USA",-77.74449279999997
United States,33.6060031,"Surfside Beach, Horry  County South Carolina USA",-78.97308869999998
United States,29.6718143,Apalachicola Bay  Florida USA,-85.00255390000002
United States,34.1749239,"Off Masonboro Island, New Hanover County North Carolina USA",-77.8260071
Australia,-24.1243005,Gnaraloo Western Australia AUSTRALIA,113.4566771
,,"3 to 4 miles west of Indian Pass, Gulf County Florida USA",
United States,25.9812024,"Hallandale Beach, Broward County Florida USA",-80.14837899999998
Thailand,,,
United States,28.337137100000003,"Lori Wilson Park, Cocoa Beach, Brevard  County Florida USA",-80.60946969999998
United States,30.03805909999999,"Lake Ponchartain off Southshore Harbor, New Orleans Louisiana USA",-90.0155759
United States,32.6551798,"Folly Beach, Charleston County South Carolina USA",-79.94036729999998
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
United States,28.3200067,"South of Cocoa Beach, Brevard County Florida USA",-80.6075513
United States,28.2666061,"Table Beach, Brevard County Florida USA",-80.60564339999998
,,Muizenberg Western Cape Province SOUTH AFRICA,
Thailand,,,
United States,33.880728000000005,"Sunset Beach, Brunswick County North Carolina USA",-78.512231
Thailand,,,
United States,28.0894599,"Indialantic, Brevard County Florida USA",-80.5656079
,,"Teresita, Santa Cruz, Tenerife Canary Islands SPAIN",
United States,20.9173855,"Paia Bay, Maui Hawaii USA",-156.3836273
United States,30.3980135,Okaloosa Island Florida USA,-86.5977355
United States,26.7939374,Tiger Beach West End BAHAMAS,-80.0547103
United States,34.1329044,"Masonboro Island, New Hanover County North Carolina USA",-77.8510213
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,33.884736100000005,"Manhattan Beach, Los Angeles County California USA",-118.4109089
United States,35.0632684,"Oceano Dunes State Beach, San Luis Obispo County California USA",-120.6258488
United States,32.8194131,"Isle of Palms, Charleston County South Carolina USA",-79.7343791
Thailand,,,
Thailand,,,
Australia,-35.5,"Middleton Point, Fleurieu Peninsula South Australia AUSTRALIA",138.5
Australia,-35.5,"Middleton Point, Fleurieu Peninsula South Australia AUSTRALIA",138.5
,,Horizontal Falls Western Australia AUSTRALIA,
Thailand,,,
United States,38.78565820000001,"Cape Henlopen State Park, Sussex County Delaware USA",-75.10159630000003
Australia,-35.63057420000001,"Parsons Beach,  Fleurieu Peninsula South Australia AUSTRALIA",138.4671696
Japan,34.644506,Aichi Atsumi peninsula JAPAN,137.234344
United States,29.2000762,"West Beach, Galveston Texas USA",-94.9418083
United States,26.1224386,Fort Lauderdale Florida USA,-80.13731740000001
Australia,-34.8108164,"Seven Mile Beach, Gerroa New South Wales AUSTRALIA",150.757935
Thailand,,,
Australia,-27.9973446,Nerang River near Chevron Island Queensland AUSTRALIA,153.4198464
Wallis and Futuna,-13.295910500000002,Wallis Island Wallis and Futuna FRANCE,-176.2056843
Australia,-32.7706273,The Australian Shark and Ray Centre New South Wales AUSTRALIA,151.998607
United States,28.010895,"Juan Ponce de León Landing, Melbourne Beach, Brevard County Florida USA",-80.5302978
Australia,-34.3333333,"Elliston, Eyre Peninsula South Australia AUSTRALIA",135.75
United States,30.2841224,"Jacksonville Beach, Duval County Florida USA",-81.3961338
United States,32.0002152,"Tybee Island, Chatham County Georgia USA",-80.84566600000002
,,"Bethel Shoals, Indian River County Florida USA",
United States,32.141484600000005,"Coligny Beach, Hilton Head, Beaufort County South Carolina USA",-80.7510645
South Africa,-34.1937654,Simonstown Western Cape Province SOUTH AFRICA,18.435665300000004
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Australia,-32.307964899999995,"South Passage, south of Coral Bay Western Australia AUSTRALIA",115.736253
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Thailand,,,
South Africa,-33.5864065,Port Alfred Eastern Cape Province SOUTH AFRICA,26.885144800000006
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Australia,-36.7360215,Tathra New South Wales AUSTRALIA,149.9674229
Australia,-32.6064533,Off Dawesville Cut Western Australia AUSTRALIA,115.63952240000002
South Africa,-31.64093710000001,"Second Beach, Port St Johns Eastern Cape Province SOUTH AFRICA",29.5299196
United States,26.4614625,Delray Beach Florida USA,-80.07282009999999
United States,26.824641,Macarthur State Park Florida USA,-80.04404
,,,
Australia,-38.3680831,Winkipop Beach Victoria AUSTRALIA,144.28495519999996
Australia,-28.8,Lennox Head New South Wales AUSTRALIA,153.583333
,,Lighthouse Beach New South Wales AUSTRALIA,
Thailand,,,
United States,27.207380600000004,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County Florida USA",-80.1710775
French Polynesia,-16.788265300000006,Huahine Society Islands FRENCH POLYNESIA,-150.9889238
Thailand,,,
Australia,-35.15153370000001,"Goldsmith Beach, Yorke Peninsula South Australia AUSTRALIA",137.68547780000003
Thailand,,,
New Zealand,-46.6491468,Porpoise Bay South Island NEW ZEALAND,169.11717869999995
Australia,-33.518,Umina Beach New South Wales AUSTRALIA,151.31
New Zealand,-46.3327479,Garden Bay near Cosy Nook South Island NEW ZEALAND,167.7108187
Japan,24.767366600000006,Off Miyako Island Okinawa Prefecture JAPAN,125.3246769
Thailand,,,
Ecuador,-0.7078012,"Playa Brava, Turtle Bay Santa Cruz Island ECUADOR",-90.3170566
New Caledonia,-20.681636800000003,"Lindéralique, Hienghène North Province NEW CALEDONIA",164.9746487
,,Die Platt Western Cape Province SOUTH AFRICA,
Thailand,,,
United States,19.1356564,"Ninole Bay, Hawaii County Hawaii USA",-155.51324680000005
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
Australia,-31.4595684,"Shelly Beach, near Port Macquarie New South Wales AUSTRALIA",152.9282743
United States,20.6309516,"Between  Makena & Molokini, Maui Hawaii USA",-156.49541630000004
Australia,-30.2386943,"Riecks Point,  Campbell’s Beach,  New South Wales AUSTRALIA",153.15083909999996
United States,20.7039072,"Keawekapu Beach, Kihei, Maui Hawaii USA",-156.446314
Australia,-33.841649100000005,Gracetown Western Australia AUSTRALIA,115.0221321
United States,44.8814151,"Gleneden Beach, Lincoln County Oregon USA",-124.034593
Australia,-31.8779189,"Trigg Beach, Perth Western Australia AUSTRALIA",115.7517755
Thailand,,,
United States,40.0717828,"Bay Head, Ocean County New Jersey USA",-74.0543036
United States,27.9456312,"Floridana Beach, Brevard County Florida USA",-80.497996
United States,20.8996987,"Kanaha Beach, Maui Hawaii USA",-156.44059380000004
Australia,-22.0963889,Turquoise Bay Western Australia AUSTRALIA,113.88944440000002
,,Ravine Mula d’Étang-Salé REUNION,
Australia,-31.8123368,"Little Island, near Hillarys Western Australia AUSTRALIA",115.70911540000002
Australia,-33.709542299999995,South Narrabeen Beach New South Wales AUSTRALIA,151.3033826
United States,20.9297229,"Waiehu, Maui Hawaii USA",-156.50453149999996
United States,22.2114905,"Pila'a Beach, Kaua'i Hawaii USA",-159.36372759999998
United States,25.790654,Miami Beach Florida USA,-80.1300455
South Africa,-34.0329727,"Albatros Point, near Jeffrey's Bay Eastern Cape Province SOUTH AFRICA",24.9313279
,,"Off Poison Creek, Cape Arid Western Australia AUSTRALIA",
United States,40.7195153,"Bunkers, Humboldt Bay, Eureka, Humboldt County California USA",-124.242601
United States,30.3935337,"Destin, Okaloosa County Florida USA",-86.4957833
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
Israel,31.804381,Ashdod Southern District ISRAEL,34.655314000000004
United States,30.1588129,"Panama City, Bay County Florida USA",-85.6602058
United States,29.2858129,"Ormond Beach, Volusia County Florida USA",-81.05588940000001
United States,26.9291055,"Carlin Park, Jupiter, Palm Beach County Florida USA",-80.0691932
United States,30.3310737,"Casino Beach, Pensacola, Escambia County Florida USA",-87.1426402
United States,29.0258191,"New Smyrna Beach,  Volusia County Florida USA",-80.9269984
United States,32.397200899999994,"St. Helena Island, Beaufort County South Carolina USA",-80.5549561
United States,29.0258191,"New Smyrna Beach,  Volusia County Florida USA",-80.9269984
,,"New Smyrna Beach,  Volusia County Florida USA",
United States,29.2858129,"Ormond Beach, Volusia County Florida USA",-81.05588940000001
United States,24.55907,Key West Aquarium Florida USA,-81.80733199999997
Thailand,,,
United States,29.8439828,"St Augustine Beach, St Johns County Florida USA",-81.2711546
Thailand,,,
United States,34.4176221,"Butterfly Beach, Montecito, Santa Barbara County California USA",-119.6491956
United States,33.387885600000004,Catalina Channel California USA,-118.4163103
Thailand,,,
,,"Winterhaven Park,           Ponce Inlet, Volusia County Florida USA",
Australia,-32.384289100000004,Smiths New South Wales AUSTRALIA,152.4885753
United States,19.4576939,Pohoiki  Hawaii USA,-154.8418399
United States,37.5015293,"Pillar Point, Half-Moon Bay, San Mateo County California USA",-122.4831582
United States,20.6544444,"Makenat, Maui Hawaii USA",-156.4425
United States,20.8971778,"Ka'a Point, Maui Hawaii USA",-156.4409789
United States,32.6551798,Folly Beach South Carolina USA,-79.94036729999998
Thailand,,,
United States,26.4489695,"Sanibel Island, Lee County Florida USA",-82.0223137
United States,20.6903433,"Ulua Beach, Maui Hawaii USA",-156.44361669999995
United States,32.8194131,"Isle of Palms, Charleston County South Carolina USA",-79.7343791
The Bahamas,26.6458099,Scotland Cay Abaco Islands BAHAMAS,-77.0751538
Thailand,,,
United States,21.3035275,"White Plains Beach, Oahu Hawaii USA",-158.0452282
The Bahamas,24.266099800000006,Compass Cay Exuma Islands BAHAMAS,-76.51702879999998
The Bahamas,27.2162615,Grand Cay Abaco Islands BAHAMAS,-78.3230559
Brazil,-8.11807,"Boa Viagem Beach, Recife Pernambuco BRAZIL",-34.893239200000004
United States,30.246036100000005,"Gulf Shores, Baldwin County Alabama USA",-87.70081929999998
United States,29.7983039,"Butler Beach, St Augustine,       St. Johns County Florida USA",-81.2670131
Reunion,-21.0148092,Le cimetière marin Saint-Paul REUNION,55.2602795
Thailand,,,
United States,33.9135061,Holden Beach. Brunswick County North Carolina USA,-78.3038892
Spain,42.1405745,"Sant Marti d’Empuries Beach, L’Escala Catalonia SPAIN",3.1186298
Australia,-38.474,"Flinders, Mornington Penisula Victoria AUSTRALIA",145.02200000000005
Thailand,,,
Jamaica,17.9367669,Port Royal Kingston Parish JAMAICA,-76.8411038
United States,37.5386681,"Pacific State , San Mateo County California USA",-122.297781
United States,30.3321838,"Jacksonville, Duval County Florida USA",-81.65565099999998
United States,32.6082373,"Kiawah Island, Charleston County South Carolina USA",-80.0848166
United States,19.2101599,Kona Coast State Park Hawaii USA,-155.89804740000002
United States,28.9444142,"Surfside Beach, Brazoria County Texas USA",-95.2888257
,,Queensberry Bay Eastern Cape Province SOUTH AFRICA,
United States,30.3344077,"Atlantic Beach, Duval County Florida USA",-81.398696
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,24.6981975,"Off Snipe Point, Florida Keys, Monroe County Florida USA",-81.67397840000002
Australia,-35.0712278,Target Beach New South Wales AUSTRALIA,150.7829962
United States,21.5927614,"Halewia, Oahu Hawaii USA",-158.10341119999995
United States,29.2858129,"Ormond Beach, Volusia County Florida USA",-81.05588940000001
Brazil,-8.312611300000002,Coral Cove Beach Pernambuco BRAZIL,-34.947069899999995
Thailand,,,
,,"Tourmaline Surf Park, San Diego County California USA",
Reunion,-21.0570376,Brisant Beach Saint-Gilles REUNION,55.2214326
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
Australia,-30.1574794,Emerald Beach New South Wales AUSTRALIA,153.1501948
,,"Seagull Beach, Cancun Quintana Roo MEXICO",
Australia,-31.844324100000005,Crowdy Head New South Wales AUSTRALIA,152.72650990000002
United States,26.531786600000004,"Near Boynton Beach, Palm Beach County Florida USA",-80.0905465
South Africa,-34.2433031,False Bay Western Cape Province SOUTH AFRICA,18.665067800000006
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Thailand,,,
French Polynesia,-16.3103178,"North Pass, Fakarava Tuamotus FRENCH POLYNESIA",-145.6245586
United States,27.2544906,"Jensen Beach, Martin County  Florida USA",-80.22976969999998
Australia,-31.9505269,Perth Western Australia AUSTRALIA,115.8604572
United States,20.9476477,Ka’anapali Shores Hawaii USA,-156.6901111
Australia,-33.4461804,Terrigal Beach New South Wales AUSTRALIA,151.4447377
Thailand,,,
Thailand,,,
The Bahamas,25.0837,Savannah Sound Eleuthera BAHAMAS,-76.135757
South Africa,-34.7155935,De Mond Western Cape Province SOUTH AFRICA,20.1086117
South Africa,-34.394267,Hawston Beach Western Cape Province SOUTH AFRICA,19.133223
,,Pillikin Red Light area  St. Catherine JAMAICA,
Australia,-28.802443,African Reef off Geraldton Western Australia AUSTRALIA,114.6185221
,,Off Likas Island Palawan PHILIPPINES,
South Africa,-31.6287512,Port St. John's Eastern Cape Province SOUTH AFRICA,29.5368709
New Zealand,-36.8362109,Muriwai North Island NEW ZEALAND,174.4340691
,,"Ka'anapali, Honokowai, Maui Hawaii USA",
United States,20.9173855,"Paia Bay, Maui Hawaii USA",-156.3836273
United States,27.1955401,"""Stuart Rocks"", Martin County Florida USA",-80.2237091
,,"Tapu, a dive site on the outer reefs of Bora Bora Society Islands FRENCH POLYNESIA",
,,Pedro Cays Kingston Parish JAMAICA,
Australia,-38.4130172,Cape Nelson Victoria AUSTRALIA,141.5423971
Australia,-26.3645433,Noosa Queensland AUSTRALIA,152.9676695
Australia,-26.8069452,Bullcock Beach Queensland AUSTRALIA,153.131696
United States,19.8547732,Kiholo Bay Hawaii USA,-155.92334319999995
New Zealand,-36.5833333,Great Mercury Island Mercury Islands NEW ZEALAND,175.91666669999995
Australia,-20.3853568,Near Legendre Island Western Australia AUSTRALIA,116.8763104
United States,26.4489695,"Sanibel Island, Lee County Florida USA",-82.0223137
United States,27.2544906,"Jensen Beach, Martin County  Florida USA",-80.22976969999998
Australia,-33.7387381,Between Dee Why and Long Reef New South Wales AUSTRALIA,151.3067872
Australia,-31.735303100000007,"Kylie's Beach, Diamond Head New South Wales AUSTRALIA",152.7916418
South Africa,-31.6287512,Port St. John's Eastern Cape Province SOUTH AFRICA,29.5368709
Australia,-31.8779189,Trigg Beach Western Australia AUSTRALIA,115.7517755
United States,22.0964396,Kauai Hawaii USA,-159.52612380000005
Australia,-35.2721138,Green Island New South Wales AUSTRALIA,150.5160592
New Zealand,-45.59465820000001,"Sunday Cove, Fiordland South Island NEW ZEALAND",166.7438549
United States,20.7644275,"Kihei, Maui Hawaii USA",-156.44500630000005
Australia,-26.682,Mooloolaba Queensland AUSTRALIA,153.118
Mexico,24.6487586,Nuevo Altata Sinaloa MEXICO,-107.985777
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
United States,20.6540154,"Makena Landing, Maui Hawaii USA",-156.4411932
,,"Davidson's Surf Break, Kekaha, Kaua'i Hawaii USA",
United States,40.7195153,"Humboldt Bay, Eureka, Humboldt County California USA",-124.242601
United States,20.6540154,"Makena Landing, Maui Hawaii USA",-156.4411932
,,"Surf Beach, Lompoc, Santa Barbara County California USA",
United States,28.4009154,"Seaport, Brevard County Florida USA",-80.5961368
United States,29.0963729,"Ponce Inlet, Volusia County Florida USA",-80.9369983
United States,20.8996987,"Kanaha Beach, Maui Hawaii USA",-156.44059380000004
United States,27.059498,Hobe Sound Florida USA,-80.1364323
Nigeria,5.183333,Oboro Delta NIGERIA,5.883332999999999
United States,37.0258857,"Davenport Landing, Santa Cruz County California USA",-122.2158818
Australia,-31.7789355,"Mullaloo Beach, Perth Western Australia AUSTRALIA",115.7325558
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
United States,27.9271447,"Spanish House Beach, Brevard County Florida USA",-80.4879821
United States,28.3200067," Cocoa Beach, Brevard  County Florida USA",-80.6075513
,,Eueiki Island Vava'u TONGA,
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,28.337137100000003,"Lori Wilson Park, Cocoa Beach, Brevard  County Florida USA",-80.60946969999998
United States,25.782612300000004,"South Beach, Miami-Dade County Florida USA",-80.1340772
United States,30.311908000000006,"Neptune Beach, Duval County Florida USA",-81.39647339999998
United States,29.8439828,"St. Augustine Beach, St. John's County Florida USA",-81.2711546
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,20.9107182,"Spreckelsville, Maui Hawaii USA",-156.4051911
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United Kingdom,56.5,Off the Isle of Islay Inner Hebrides SCOTLAND,-5.9999999000000015
,,Red Bluff near Quobba Station Western Australia AUSTRALIA,
Brazil,-8.312611300000002,"Coral Cove, Cabo de Santo Agostinho Pernambuco BRAZIL",-34.947069899999995
United States,30.246036100000005,"Gulf Shores, Baldwin County Alabama USA",-87.70081929999998
Australia,-31.752,Ocean Reef Western Australia AUSTRALIA,115.735
United States,25.0865151,Key Largo Florida USA,-80.44728020000002
Thailand,,,
French Polynesia,-15.7413788,Kaukura Atoll Tuamotus FRENCH POLYNESIA,-146.6738329
United States,34.091945200000005,"Topanga Beach, Los Angeles County California USA",-118.6021321
Australia,-32.797222,Streaky Bay South Australia AUSTRALIA,134.21111100000002
United States,21.8924999,"Maha‘ulepu Beach, Kauai Hawaii USA",-159.4169444
United States,42.0000381,"Ballston Beach, Truro, Cape Cod Massachusetts USA",-70.02003189999999
United States,33.8943393,"Ocean Isle, Brunswick County North Carolina USA",-78.426672
Thailand,,,
,,"Off Radix Village, Mayoro County Trinidad TRINIDAD & TOBAGO",
Canada,49.1529842,"Tofino, Vancouver British Colombia CANADA",-125.9066184
Australia,-30.8277891,Off Wedge Island Western Australia AUSTRALIA,115.1879896
United States,34.4901665,"North Topsail Beach, Onslow County North Carolina USA",-77.43163
Thailand,,,
,,Ship's Graveyard off Point Lonsdale Victoria AUSTRALIA,
,,"Pleasure Point, Santa Cruz County California USA",
South Africa,-34.427956,"Sandstrand, Jongensfontein Western Cape Province SOUTH AFRICA",21.336855
Thailand,,,
,,"Juno Beach, Palm Beach County Florida USA",
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
,,"Kahana Beach, Maui Hawaii USA",
,,South Cape Bay Tasmania AUSTRALIA,
,,"Bathtub Reef  Beach, Stuart, Martin County Florida USA",
Australia,-31.7789355,"Mullaloo Beach, Perth Western Australia AUSTRALIA",115.7325558
,,"Myrtle Beach, Horry County South Carolina USA",
United States,33.8943393,"Ocean Isle, Brunswick County North Carolina USA",-78.426672
United States,24.6656987,"Summerland Key, Monroe County Florida USA",-81.44230479999997
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
Australia,-38.6191008,Port Campbell Victoria AUSTRALIA,142.9961352
Italy,39.4209266,Muravera Sardinia ITALY,9.5755996
Australia,-33.0204805,"Redhead Beach, Newcastle New South Wales AUSTRALIA",151.70915119999995
United States,28.9491539,"Bethune Beach, Volusia County Florida USA",-80.83783000000003
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,35.3446699,"Avon, Hatteras Island, Outer Banks, Dare County North Carolina USA",-75.50476189999998
,," Boca de la Leña, La Unión Guerrero MEXICO",
United States,30.3321838,"Jacksonville, Duval County Florida USA",-81.65565099999998
United States,21.3275,"Iroquiois Point, Oahu Hawaii USA",-157.9802778
Thailand,,,
United States,35.583850700000006,"Leffingwell Landing, Cambria,  San Luis Obispo County California USA",-121.1214197
United States,27.6386434,"Vero Beach, Indian River County Florida USA",-80.39727359999998
United States,33.387885600000004,Off Catalina Island California USA,-118.4163103
United States,28.0894599,"Indialantic, Brevard County Florida USA",-80.5656079
South Africa,-33.39247,Caves near Kogel Bay Western Cape Province SOUTH AFRICA,22.2147
Australia,-35.2367082,"Dolphin Bay, Innes National Park South Australia AUSTRALIA",136.8966262
,,"Leftovers near Chun's Reef, Oahu Hawaii USA",
Australia,-33.4665674,Stratham Beach Western Australia AUSTRALIA,115.5602443
,,"New Smyrna Beach, Volusia County Florida USA",
Australia,-27.720376,Kalbarri Western Australia AUSTRALIA,114.162514
Australia,-28.0534335,Nobby's Beach Queensland AUSTRALIA,153.4410418
United States,27.2544906,"Jensen Beach, Martin County  Florida USA",-80.22976969999998
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
,,"New Smyrna Beach, Volusia County Florida USA",
New Zealand,-39.453943,"Opunake, Taranake North Island NEW ZEALAND",173.858183
,,"Shipwreck Cove, Melbourne Aquarium Victoria AUSTRALIA",
,,Port de la Marine Saint-Benoit REUNION,
,,"Playalinda Beach, Brevard County Florida USA",
Saudi Arabia,28.3500192,Off Duba Tabuk Province SAUDI ARABIA,36.6039284
,,Antofagasta Antofagasta Province CHILE,
United States,26.772285,"Palm Beach Inlet, Palm Beach County Florida USA",-80.037263
Australia,-32.6157855,Broughton Island New South Wales AUSTRALIA,152.31398269999997
South Africa,-31.746923100000004,Strandfontein Western Cape Province SOUTH AFRICA,18.2288552
Australia,-26.757,Wurtulla Queensland AUSTRALIA,153.126
United States,20.8165975,Lanai Hawaii USA,-156.92731930000005
,,Coral Bay Western Australia AUSTRALIA,
Thailand,,,
Taiwan,22.6102278,Taimali Taitung  TAIWAN,121.0044631
Australia,-33.0204805,Redhead Beach New South Wales AUSTRALIA,151.70915119999995
South Africa,-31.64093710000001,"Second Beach, Port St. Johns Eastern Cape Province SOUTH AFRICA",29.5299196
United States,44.95816440000001,"Lincoln City, Lincoln County Oregon USA",-124.0178914
Australia,-33.4608015,North Avoca Beach New South Wales AUSTRALIA,151.4379276
Australia,-28.316667,Duranbah Queensland AUSTRALIA,153.533333
United States,26.934224600000004,"Jupiter, Palm Beach County Florida USA",-80.09420870000002
Antigua and Barbuda,17.133656100000003,Fort James Beach St John's ANTIGUA,-61.86203949999999
,,Barandúa Beach Santa Elena ECUADOR,
United States,29.0258191,New Smyrna Beach Florida USA,-80.9269984
United States,21.8717452,"Makahuena Point, Kauai Hawaii USA",-159.44635290000005
,,"Noordhoek, Port Elizabeth Eastern Cape Province SOUTH AFRICA",
Australia,-29.479167,Angourie New South Wales AUSTRALIA,153.359444
South Africa,-28.12322,Between Sodwana & Cape Vidal KwaZulu-Natal SOUTH AFRICA,32.55636
Australia,-33.9495,Maroubra New South Wales AUSTRALIA,151.2437
,,Seaside Cove Oregon USA,
Australia,-20.9539613,Bushy Ilet Queensland AUSTRALIA,150.0725668
Australia,-28.7264578,Broken Head New South Wales AUSTRALIA,153.5983166
Indonesia,-8.459556100000002,Tabanan Bali INDONESIA,115.0465991
Australia,-26.480556,Peregian Queensland AUSTRALIA,153.09555600000004
United States,37.18292020000001,Pigeon Point California USA,-122.3928022
Papua New Guinea,-4.2694444,Pigeon Island East New Britain PAPUA NEW GUINEA,152.34222219999995
,,"Punta Del Chifre Beach, Olinda Pernambuco BRAZIL",
Reunion,-21.1969519,Sainte-Rose Bois-Blanc  REUNION,55.8203846
United States,36.6927933,"Marina State Beach, Monterey County California USA",-121.8092841
United Kingdom,57.671302,Spey Bay Moray SCOTLAND,-3.085232
South Africa,-29.867253700000006,"uShaka Aquarium, Durban KwaZulu-Natal SOUTH AFRICA",31.0458542
